91,Moosonee Airport,Moosonee,Canada,51.2910995483,-80.6078033447
92,Maniwaki Airport,Maniwaki,Canada,46.2728004456,-75.9906005859
93,Montreal International (Mirabel) Airport,Montreal,Canada,45.6795005798,-74.0386962891
94,Natashquan Airport,Natashquan,Canada,50.1899986267,-61.7891998291
95,Ottawa / Gatineau Airport,Gatineau,Canada,45.5217018127,-75.5635986328
96,Matagami Airport,Matagami,Canada,49.7616996765,-77.8028030396
97,Old Crow Airport,Old Crow,Canada,67.570602417,-139.8390045166
98,CFB Cold Lake,Cold Lake,Canada,54.4049987793,-110.2789993286
99,High Level Airport,High Level,Canada,58.6213989258,-117.1650009155
100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,45.3224983215,-75.6691970825
101,Prince Albert Glass Field,Prince Albert,Canada,53.2141990662,-105.672996521
102,Peace River Airport,Peace River,Canada,56.2268981934,-117.4469985962
103,Southport Airport,Portage-la-prairie,Canada,49.903099,-98.273817
105,Pickle Lake Airport,Pickle Lake,Canada,51.4463996887,-90.2142028809
106,Port Menier Airport,Port Menier,Canada,49.8363990784,-64.2885971069
107,Peterborough Airport,Peterborough,Canada,44.2299995422,-78.3632965088
108,Prince Rupert Airport,Prince Pupert,Canada,54.2860984802,-130.445007324
109,Fort Chipewyan Airport,Fort Chipewyan,Canada,58.76720047,-111.1169967651
110,Muskoka Airport,Muskoka,Canada,44.9747009277,-79.3032989502
111,Quebec Jean Lesage International Airport,Quebec,Canada,46.7911,-71.393303
112,Red Deer Regional Airport,Red Deer Industrial,Canada,52.1822013855,-113.8939971924
113,Windsor Airport,Windsor,Canada,42.2756004333,-82.9555969238
114,Watson Lake Airport,Watson Lake,Canada,60.1164016724,-128.8220062256
115,Kenora Airport,Kenora,Canada,49.7882995605,-94.3630981445
116,Lethbridge County Airport,Lethbridge,Canada,49.6302986145,-112.800003052
117,Greater Moncton International Airport,Moncton,Canada,46.1122016907,-64.6785964966
119,Comox Airport,Comox,Canada,49.7108001709,-124.8870010376
120,Regina International Airport,Regina,Canada,50.4319000244,-104.6660003662
121,Thunder Bay Airport,Thunder Bay,Canada,48.3718986511,-89.3238983154
122,Grande Prairie Airport,Grande Prairie,Canada,55.1796989441,-118.885002136
123,Yorkton Municipal Airport,Yorkton,Canada,51.2647018433,-102.4619979858
124,North Battleford Airport,North Battleford,Canada,52.7691993713,-108.2440032959
125,Gander International Airport,Gander,Canada,48.9369010925,-54.5680999756
126,Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,46.1613998413,-60.0477981567
127,Quesnel Airport,Quesnel,Canada,53.0261001587,-122.5100021362
128,Resolute Bay Airport,Resolute,Canada,74.7169036865,-94.9693984985
129,Rivière-du-Loup Airport,Riviere Du Loup,Canada,47.7644004822,-69.5847015381
130,Roberval Airport,Roberval,Canada,48.5200004578,-72.2656021118
131,Rocky Mountain House Airport,Rocky Mountain House,Canada,52.4296989441,-114.903999329
132,Rankin Inlet Airport,Rankin Inlet,Canada,62.8114013672,-92.1157989502
133,Sudbury Airport,Sudbury,Canada,46.625,-80.7988967896
134,Sherbrooke Airport,Sherbrooke,Canada,45.4385986328,-71.6913986206
135,Saint John Airport,St. John,Canada,45.3161010742,-65.890296936
136,Fort Smith Airport,Fort Smith,Canada,60.0203018188,-111.9619979858
137,Nanisivik Airport,Nanisivik,Canada,72.982201,-84.613602
138,Summerside Airport,Summerside,Canada,46.4406013489,-63.8335990906
139,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,71.9938964844,-125.242996216
140,Cape Dorset Airport,Cape Dorset,Canada,64.2300033569,-76.5267028809
141,Thompson Airport,Thompson,Canada,55.8011016846,-97.8641967773
142,CFB Trenton,Trenton,Canada,44.1189002991,-77.5280990601
143,Timmins/Victor M. Power,Timmins,Canada,48.5696983337,-81.376701355
144,Billy Bishop Toronto City Centre Airport,Toronto,Canada,43.627499,-79.396202
145,Tuktoyaktuk Airport,Tuktoyaktuk,Canada,69.4332962036,-133.0260009766
146,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,45.4706001282,-73.7407989502
147,Repulse Bay Airport,Repulse Bay,Canada,66.5214004517,-86.2247009277
148,Hall Beach Airport,Hall Beach,Canada,68.7761001587,-81.2425
149,Rouyn Noranda Airport,Rouyn,Canada,48.2061004639,-78.8356018066
150,La Ronge Airport,La Ronge,Canada,55.1514015198,-105.262001038
151,Vermilion Airport,Vermillion,Canada,53.3558006287,-110.823997498
152,Qikiqtarjuaq Airport,Broughton Island,Canada,67.5457992554,-64.0314025879
153,Val-d'Or Airport,Val D'or,Canada,48.0532989502,-77.7827987671
154,Kuujjuaq Airport,Quujjuaq,Canada,58.0960998535,-68.426902771
155,Norman Wells Airport,Norman Wells,Canada,65.2816009521,-126.797996521
156,Vancouver International Airport,Vancouver,Canada,49.193901062,-123.183998108
157,Buffalo Narrows Airport,Buffalo Narrows,Canada,55.8418998718,-108.417999268
158,Wiarton Airport,Wiarton,Canada,44.7458,-81.107201
159,Petawawa Airport,Petawawa,Canada,45.9522018433,-77.3191986084
160,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,49.9099998474,-97.2398986816
161,Wabush Airport,Wabush,Canada,52.9219017029,-66.864402771
162,Williams Lake Airport,Williams Lake,Canada,52.1831016541,-122.054000854
163,Wrigley Airport,Wrigley,Canada,63.209400177,-123.43699646
164,Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,49.6108016968,-115.7819976807
165,Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,53.5724983215,-113.521003723
166,Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,52.1707992554,-106.6999969482
167,Medicine Hat Airport,Medicine Hat,Canada,50.018901825,-110.7210006714
168,Fort St John Airport,Fort Saint John,Canada,56.2380981445,-120.7399978638
169,Sioux Lookout Airport,Sioux Lookout,Canada,50.113899231,-91.9052963257
170,Pangnirtung Airport,Pangnirtung,Canada,66.1449966431,-65.7136001587
171,Earlton (Timiskaming Regional) Airport,Earlton,Canada,47.6974006546,-79.8473453522
172,Prince George Airport,Prince George,Canada,53.8894004822,-122.679000854
173,Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,54.468498,-128.576009
174,London Airport,London,Canada,43.035599,-81.1539
175,Abbotsford Airport,Abbotsford,Canada,49.0252990723,-122.361000061
176,Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,60.7095985413,-135.067001343
177,North Bay Airport,North Bay,Canada,46.3636016846,-79.4227981567
178,Calgary International Airport,Calgary,Canada,51.113899231,-114.019996643
179,Smithers Airport,Smithers,Canada,54.8246994019,-127.1829986572
180,Fort Nelson Airport,Fort Nelson,Canada,58.8363990784,-122.597000122
181,Penticton Airport,Penticton,Canada,49.4631004333,-119.6019973755
182,Charlottetown Airport,Charlottetown,Canada,46.2900009155,-63.1211013794
183,Taloyoak Airport,Spence Bay,Canada,69.5466995239,-93.5766983032
184,Victoria International Airport,Victoria,Canada,48.646900177,-123.426002502
185,Lynn Lake Airport,Lynn Lake,Canada,56.863899231,-101.0759963989
186,Swift Current Airport,Swift Current,Canada,50.2919006348,-107.691001892
187,Churchill Airport,Churchill,Canada,58.739200592,-94.0650024414
188,Goose Bay Airport,Goose Bay,Canada,53.3191986084,-60.4258003235
189,St. John's International Airport,St. John's,Canada,47.618598938,-52.7518997192
190,Kapuskasing Airport,Kapuskasing,Canada,49.413898468,-82.4674987793
191,Armstrong Airport,Armstrong,Canada,50.2902984619,-88.9096984863
192,Mont Joli Airport,Mont Joli,Canada,48.6086006165,-68.2080993652
193,Lester B. Pearson International Airport,Toronto,Canada,43.6772003174,-79.6305999756
194,Downsview Airport,Toronto,Canada,43.7425003052,-79.4655990601
195,Gore Bay Manitoulin Airport,Gore Bay,Canada,45.8852996826,-82.5678024292
196,Yellowknife Airport,Yellowknife,Canada,62.4627990723,-114.4400024414
197,Slave Lake Airport,Slave Lake,Canada,55.2930984497,-114.777000427
198,Sandspit Airport,Sandspit,Canada,53.2542991638,-131.813995361
199,Chris Hadfield Airport,Sarnia,Canada,42.9994010925,-82.3088989258
200,Port Hardy Airport,Port Hardy,Canada,50.6805992126,-127.3669967651
201,Whitecourt Airport,Whitecourt,Canada,54.143901825,-115.7870025635
202,Sept-Îles Airport,Sept-iles,Canada,50.2233009338,-66.2656021118
203,Teslin Airport,Teslin,Canada,60.1727981567,-132.7429962158
204,CFB Greenwood,Greenwood,Canada,44.9844017029,-64.9169006348
205,Faro Airport,Faro,Canada,62.2075004578,-133.3760070801
206,Fort Mcpherson Airport,Fort Mcpherson,Canada,67.4075012207,-134.8609924316
209,Soummam Airport,Bejaja,Algeria,36.7120018005,5.069920063
210,Houari Boumediene Airport,Algier,Algeria,36.6910018921,3.2154099941
211,Djanet Inedbirene Airport,Djanet,Algeria,24.2928009033,9.4524402618
212,Boufarik Airport,Boufarik,Algeria,36.545799,2.87611
214,Illizi Takhamalt Airport,Illizi,Algeria,26.7234992981,8.6226501465
216,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,Algeria,22.8115005493,5.4510798454
217,Jijel Ferhat Abbas Airport,Jijel,Algeria,36.7951011658,5.8736100197
220,Annaba Airport,Annaba,Algeria,36.8222007751,7.8091697693
221,Mohamed Boudiaf International Airport,Constantine,Algeria,36.2760009766,6.6203899384
222,Cheikh Larbi Tébessi Airport,Tebessa,Algeria,35.4315986633,8.1207199097
224,Hassi R'Mel Airport,Tilrempt,Algeria,32.9304008484,3.3115398884
225,Bou Chekif Airport,Tiaret,Algeria,35.3410987854,1.4631500244
227,Tindouf Airport,Tindouf,Algeria,27.7003993988,-8.1670999527
228,Ech Cheliff Airport,Ech-cheliff,Algeria,36.2126998901,1.3317699432
229,Tafaraoui Airport,Oran,Algeria,35.5424003601,-0.5322780013
230,Zenata – Messali El Hadj Airport,Tlemcen,Algeria,35.0167007446,-1.4500000477
231,Es Senia Airport,Oran,Algeria,35.6239013672,-0.6211829782
233,Ghriss Airport,Ghriss,Algeria,35.207698822,0.147141993
234,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,Algeria,27.837600708,-0.1864140034
235,Biskra Airport,Biskra,Algeria,34.7933006287,5.7382302284
236,El Golea Airport,El Golea,Algeria,30.5713005066,2.8595900536
237,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,32.3841018677,3.7941100597
238,Oued Irara Airport,Hassi Messaoud,Algeria,31.6730003357,6.1404399872
239,In Salah Airport,In Salah,Algeria,27.2509994507,2.5120201111
240,Touggourt Sidi Madhi Airport,Touggourt,Algeria,33.0677986145,6.0886697769
241,Laghouat Airport,Laghouat,Algeria,33.7644004822,2.9283399582
242,Timimoun Airport,Timimoun,Algeria,29.2371006012,0.2760330141
243,Ain el Beida Airport,Ouargla,Algeria,31.9172000885,5.412779808
244,In Aménas Airport,Zarzaitine,Algeria,28.0515003204,9.6429100037
245,Cadjehoun Airport,Cotonou,Benin,6.3572301865,2.3843500614
246,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3531999588,-1.5124200583
247,Bobo Dioulasso Airport,Bobo-dioulasso,Burkina Faso,11.1600999832,-4.3309698105
248,Kotoka International Airport,Accra,Ghana,5.6051898003,-0.1667860001
249,Tamale Airport,Tamale,Ghana,9.5571899414,-0.863214016
251,Sunyani Airport,Sunyani,Ghana,7.3618302345,-2.3287599087
252,Takoradi Airport,Takoradi,Ghana,4.8960599899,-1.7747600079
253,Port Bouet Airport,Abidjan,Cote d'Ivoire,5.2613902092,-3.9262900352
254,Bouaké Airport,Bouake,Cote d'Ivoire,7.7388000488,-5.0736699104
255,Daloa Airport,Daloa,Cote d'Ivoire,6.7928099632,-6.4731898308
256,Korhogo Airport,Korhogo,Cote d'Ivoire,9.3871803284,-5.5566601753
257,Man Airport,Man,Cote d'Ivoire,7.272069931,-7.5873599052
258,San Pedro Airport,San Pedro,Cote d'Ivoire,4.7467198372,-6.6608200073
259,Yamoussoukro Airport,Yamoussoukro,Cote d'Ivoire,6.9031701088,-5.3655800819
260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.0067901611,7.2631697655
261,Akure Airport,Akure,Nigeria,7.2467398643,5.3010101318
262,Benin Airport,Benin,Nigeria,6.3169798851,5.5995001793
263,Margaret Ekpo International Airport,Calabar,Nigeria,4.9760198593,8.3472003937
264,Akanu Ibiam International Airport,Enugu,Nigeria,6.4742698669,7.5619602203
265,Gusau Airport,Gusau,Nigeria,12.1716995239,6.6961097717
266,Ibadan Airport,Ibadan,Nigeria,7.3624601364,3.9783298969
267,Ilorin International Airport,Ilorin,Nigeria,8.4402103424,4.4939198494
268,Yakubu Gowon Airport,Jos,Nigeria,9.6398296356,8.8690500259
269,Kaduna Airport,Kaduna,Nigeria,10.6960000992,7.3201098442
270,Mallam Aminu International Airport,Kano,Nigeria,12.0475997925,8.5246200562
271,Maiduguri International Airport,Maiduguri,Nigeria,11.8552999496,13.0809001923
272,Makurdi Airport,Makurdi,Nigeria,7.7038798332,8.613940239
273,Murtala Muhammed International Airport,Lagos,Nigeria,6.5773701668,3.321160078
274,Minna Airport,Minna,Nigeria,9.6521701813,6.4622597694
275,Port Harcourt International Airport,Port Hartcourt,Nigeria,5.0154900551,6.9495902061
276,Sadiq Abubakar III International Airport,Sokoto,Nigeria,12.9162998199,5.2071900368
277,Yola Airport,Yola,Nigeria,9.2575502396,12.4303998947
278,Zaria Airport,Zaria,Nigeria,11.130200386,7.6858100891
279,Maradi Airport,Maradi,Niger,13.5024995804,7.1267499924
280,Diori Hamani International Airport,Niamey,Niger,13.4814996719,2.1836099625
281,Tahoua Airport,Tahoua,Niger,14.8756999969,5.2653598785
282,Mano Dayak International Airport,Agadez,Niger,16.9659996033,8.0001096725
285,Zinder Airport,Zinder,Niger,13.7790002823,8.9837598801
286,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,35.7580986023,10.754699707
287,Tunis Carthage International Airport,Tunis,Tunisia,36.8510017395,10.2271995544
290,Gafsa Ksar International Airport,Gafsa,Tunisia,34.422000885,8.8225002289
291,Gabès Matmata International Airport,Gabes,Tunisia,33.8768997192,10.1033000946
293,Djerba Zarzis International Airport,Djerba,Tunisia,33.875,10.7755002975
294,El Borma Airport,El Borma,Tunisia,31.7042999268,9.2546195984
295,Sfax Thyna International Airport,Sfax,Tunisia,34.7179985046,10.6909999847
296,Tozeur Nefta International Airport,Tozeur,Tunisia,33.9397010803,8.1105604172
297,Niamtougou International Airport,Niatougou,Togo,9.7673301697,1.0912499428
298,Lomé-Tokoin Airport,Lome,Togo,6.1656098366,1.2545100451
299,Antwerp International Airport (Deurne),Antwerp,Belgium,51.1893997192,4.4602799416
302,Brussels Airport,Brussels,Belgium,50.9014015198,4.4844398499
304,Brussels South Charleroi Airport,Charleroi,Belgium,50.4592018127,4.4538202286
308,Wevelgem Airport,Kortrijk-vevelgem,Belgium,50.817199707,3.2047200203
309,Liège Airport,Liege,Belgium,50.6374015808,5.4432201385
310,Ostend-Bruges International Airport,Ostend,Belgium,51.1988983154,2.8622200489
318,Altenburg-Nobitz Airport,Altenburg,Germany,50.9819450378,12.5063886642
329,Barth Airport,Barth,Germany,54.338253,12.710515
337,Berlin-Schönefeld International Airport,Berlin,Germany,52.3800010681,13.5225000381
338,Dresden Airport,Dresden,Germany,51.1328010559,13.76720047
339,Erfurt Airport,Erfurt,Germany,50.979801178,10.9581003189
340,Frankfurt am Main International Airport,Frankfurt,Germany,50.0333333,8.5705556
341,Münster Osnabrück Airport,Munster,Germany,52.134601593,7.6848301888
342,Hamburg Airport,Hamburg,Germany,53.6304016113,9.9882297516
343,Berlin-Tempelhof International Airport,Berlin,Germany,52.4729995728,13.4039001465
344,Cologne Bonn Airport,Cologne,Germany,50.8658981323,7.1427397728
345,Düsseldorf International Airport,Duesseldorf,Germany,51.2895011902,6.7667798996
346,Munich International Airport,Munich,Germany,48.3538017273,11.7861003876
347,Nuremberg Airport,Nuernberg,Germany,49.498699,11.0780556
348,Leipzig Halle Airport,Leipzig,Germany,51.4238889,12.2363889
349,Saarbrücken Airport,Saarbruecken,Germany,49.2145996094,7.1095099449
350,Stuttgart Airport,Stuttgart,Germany,48.6898994446,9.2219600678
351,Berlin-Tegel International Airport,Berlin,Germany,52.5597000122,13.2876996994
352,Hannover Airport,Hannover,Germany,52.461101532,9.6850795746
353,Bremen Airport,Bremen,Germany,53.0475006104,8.7866697311
354,Frankfurt-Egelsbach Airport,Egelsbach,Germany,49.9599990845,8.6458330154
355,Frankfurt-Hahn Airport,Hahn,Germany,49.9486999512,7.2638897896
356,Mannheim-City Airport,Mannheim,Germany,49.4730567932,8.514166832
362,Hamburg-Finkenwerder Airport,Hamburg,Germany,53.5352783203,9.8355560303
363,Kiel-Holtenau Airport,Kiel,Germany,54.3794441223,10.145277977
364,Lübeck Blankensee Airport,Luebeck,Germany,53.8054008484,10.7192001343
367,Arnsberg-Menden Airport,Arnsberg,Germany,51.4838905334,7.8983330727
368,Essen Mulheim Airport,Essen,Germany,51.4023017883,6.9373297691
370,Mönchengladbach Airport,Moenchengladbach,Germany,51.2302780151,6.5044441223
371,Paderborn Lippstadt Airport,Paderborn,Germany,51.6141014099,8.6163196564
373,Dortmund Airport,Dortmund,Germany,51.5182991028,7.6122398377
374,Augsburg Airport,Augsburg,Germany,48.425278,10.931667
378,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081401825,11.2831001282
379,Straubing Airport,Straubing,Germany,48.9008331299,12.516667366
382,Friedrichshafen Airport,Friedrichshafen,Germany,47.6712989807,9.5114898682
383,Schwerin Parchim Airport,Parchim,Germany,53.426998,11.7834
384,Stendal-Borstel Airport,Stendal,Germany,52.6288871765,11.818611145
386,Bayreuth Airport,Bayreuth,Germany,49.9850006104,11.6400003433
388,Hof-Plauen Airport,Hof,Germany,50.2886123657,11.8563890457
390,Koblenz-Winningen Airport,Koblenz,Germany,50.3255577087,7.5286111832
391,Trier-Föhren Airport,Trier,Germany,49.8638877869,6.7874999046
392,Speyer Airport,Speyer,Germany,49.3047218323,8.4513893127
393,Zweibrücken Airport,Zweibruecken,Germany,49.209400177,7.4005599022
394,Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.9733314514,8.5222215653
399,Braunschweig Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561
400,Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967
402,Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778
403,Emden Airport,Emden,Germany,53.3911094666,7.2274999619
405,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.5022201538,8.0522222519
406,Borkum Airport,Borkum,Germany,53.5963897705,6.7091670036
407,Norderney Airport,Norderney,Germany,53.706943512,7.2300000191
408,Flensburg-Schäferhaus Airport,Flensburg,Germany,54.7733345032,9.3788890839
410,Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.340470314
412,Kärdla Airport,Kardla,Estonia,58.9907989502,22.8306999207
413,Kuressaare Airport,Kuressaare,Estonia,58.2299003601,22.5095005035
414,Pärnu Airport,Parnu,Estonia,58.4189987183,24.4727993011
415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115
416,Tartu Airport,Tartu,Estonia,58.3074989319,26.6903991699
417,Enontekio Airport,Enontekio,Finland,68.3626022339,23.4242992401
419,Halli Airport,Halli,Finland,61.856039,24.786686
420,Helsinki Malmi Airport,Helsinki,Finland,60.2546005249,25.0428009033
421,Helsinki Vantaa Airport,Helsinki,Finland,60.317199707,24.963300705
424,Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.8810997009
428,Ivalo Airport,Ivalo,Finland,68.6072998047,27.4053001404
429,Joensuu Airport,Joensuu,Finland,62.6628990173,29.6075000763
430,Jyvaskyla Airport,Jyvaskyla,Finland,62.3995018005,25.6783008575
431,Kauhava Airport,Kauhava,Finland,63.127102,23.051399
432,Kemi-Tornio Airport,Kemi,Finland,65.7787017822,24.5820999146
433,Kajaani Airport,Kajaani,Finland,64.2854995728,27.6923999786
435,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.7211990356,23.1431007385
437,Kuusamo Airport,Kuusamo,Finland,65.9876022339,29.2394008636
438,Kittilä Airport,Kittila,Finland,67.7009963989,24.8467998505
439,Kuopio Airport,Kuopio,Finland,63.0070991516,27.7978000641
441,Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743
442,Mariehamn Airport,Mariehamn,Finland,60.1222000122,19.8981990814
444,Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799
446,Oulu Airport,Oulu,Finland,64.9300994873,25.3546009064
448,Pori Airport,Pori,Finland,61.4617004395,21.7999992371
453,Rovaniemi Airport,Rovaniemi,Finland,66.5647964478,25.8304004669
455,Savonlinna Airport,Savonlinna,Finland,61.9430999756,28.9451007843
457,Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.6191005707
